No.,Class,SMILES,pIC50,Y-Label,MW,RBN,nCIC,nHDon,nHAcc,ALogP,TPSA,Qm,Energy,Dipole moment,HOMO,LUMO,HOMO-LUMO gap,Article Title,Reference
1117,Steroid,C[C@@]12C(CC[C@@H]2O)C3CC=C4CCCC[C@]4(C)C3CC1,4.5229,Inactive,274.49,0,4,1,1,4.475,20.23,0.18734682,-817.2518893,1.2801,-0.21917,0.02551,0.24468,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-216
1118,Steroid,C[C@@]12C(CCC2=O)C3CC=C4C=CCC[C@]4(C)C3CC1,5.5315,Inactive,270.45,0,4,0,1,3.991,17.07,0.190589848,-814.8739299,2.4099,-0.20702,-0.01384,0.19318,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-217
1119,Steroid,C[C@]12C(C3CC=C4C=CCC[C@@]4(C3CC2)C)CC[C@@H]1O,4.7447,Inactive,272.47,0,4,1,1,4.03,20.23,0.183294438,-815.9966508,1.0244,-0.17502,-0.04529,0.12973,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-218
1120,Steroid,C[C@@]12C(CCC2=O)C3CCC4=CC(CCC4C3CC1)=O,5.9208,Inactive,272.42,0,4,0,2,3.088,34.14,0.209324545,-850.825172,3.6052,-0.23218,-0.04586,0.18632,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-219
1121,Steroid,C[C@@]12C(CCC2=O)C3CCC4=CCCC[C@]4(C)C3CC1,5.0414,Inactive,272.47,0,4,0,1,4.435,17.07,0.1913,-816.1141173,2.7907,-0.22608,-0.01045,0.21563,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-220
1123,Steroid,C[C@@]12C(CCC2=O)C3CCC4=CC(CC[C@]4(CO)C3CC1)=O,5.3279,Inactive,302.45,1,4,1,3,2.203,54.37,0.215325063,-965.3343318,5.1164,-0.22483,-0.03942,0.18541,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-221
1124,Steroid,C[C@@]12C(CCC2=O)C3CC(C4=CC(CC[C@]4(C)C3CC1)=O)=O,5.6812,Inactive,300.43,0,4,0,3,2.152,51.21,0.222720609,-964.1411238,3.4313,-0.23934,-0.08746,0.15188,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-222
1125,Steroid,C[C@@]12C(CCC2=O)C3[C@H]4[C@H](C(F)4F)C5=CC(CC[C@]5(C)C3CC1)=O,5.9393,Inactive,334.44,0,5,0,4,2.611,34.14,0.229369563,-1126.658418,2.218,-0.23727,-0.05753,0.17974,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-223
1126,Steroid,C[C@@]12C(CCC2=O)C3[C@H]4[C@H](C4)C5=CCCC[C@]5(C)C3CC1,5.1761,Inactive,284.48,0,5,0,1,4.111,17.07,0.191611857,-854.1748297,2.6916,-0.21554,-0.0124,0.20314,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-224
1127,Steroid,C[C@@]12C(CC[C@]2(C)O)C3[C@H]4[C@H](C4)C5=CCCC[C@]5(C)C3CC1,5.5686,Inactive,300.53,0,5,1,1,4.356,20.23,0.194184833,-894.6781071,1.5124,-0.21291,0.02959,0.2425,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-225
1128,Steroid,C[C@@]12C(CC[C@]2(C)O)C3CCC4=CCCC[C@]4(C)C3CC1,5.1367,Inactive,288.52,0,4,1,1,4.68,20.23,0.197379792,-856.6208632,1.3875,-0.22419,0.03144,0.25563,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-226
1129,Steroid,C[C@@]12C(CC[C@]2(C)O)C3CCC4=CCCC[C@]4(CO)C3CC1,5.6383,Inactive,304.52,1,4,2,2,3.589,40.46,0.201272963,-931.821645,1.9131,-0.21882,0.03706,0.25588,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-227
1130,Steroid,C[C@@]12C(CCC2=O)C3CCC4=CCCC[C@]4(CC(OC)=O)C3CC1,5.3979,Inactive,330.51,3,4,0,3,3.839,43.37,0.210283389,-1043.982452,3.5416,-0.22877,-0.01284,0.21593,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-228
1132,Steroid,C[C@@]12C(C[C@@](Br)([H])C2=O)C3CCC4=CCCC[C@]4(C)C3CC1,5.2291,Inactive,351.36,0,4,0,1,5.104,17.07,0.190411146,-3387.217126,3.8221,-0.2301,-0.05218,0.17792,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-229
1133,Steroid,C[C@@]12C(CCC2=O)C3CCC4=CCCC[C@]4(C(F)(F)F)C3CC1,5.9208,Inactive,326.44,0,4,0,4,4.891,17.07,0.212632417,-1113.838682,2.9116,-0.23014,-0.01228,0.21786,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-230
1134,Steroid,C[C@@]12C(CCC2=O)C3C[C@@H](C)C4=CC(CC[C@]4(C)C3CC1)=O,5.8573,Inactive,300.48,0,4,0,2,3.546,34.14,0.20939158,-929.4419205,3.5102,-0.2318,-0.04788,0.18392,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-231
1135,Steroid,C[C@@]12C(CCC2=O)C3C[C@H](C)C4=CC(CC[C@]4(C)C3CC1)=O,5.5441,Inactive,300.48,0,4,0,2,3.546,34.14,0.20939158,-929.4419205,3.5102,-0.2318,-0.04788,0.18392,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-232
1136,Steroid,C[C@@]12C(CCC2=O)C3C[C@@H](CC)C4=CC(CC[C@]4(C)C3CC1)=O,5.1461,Inactive,314.51,1,4,0,2,4.002,34.14,0.207613717,-968.7543641,3.6305,-0.23128,-0.04732,0.18396,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-233
1137,Steroid,C[C@@]12C(CCC2=O)C3C[C@H](CC)C4=CC(CC[C@]4(C)C3CC1)=O,5.415,Inactive,314.51,1,4,0,2,4.002,34.14,0.207613717,-968.7543641,3.6305,-0.23128,-0.04732,0.18396,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-234
1138,Steroid,C[C@@]12C(CCC2=O)C3C[C@@H](CCC)C4=CC(CC[C@]4(C)C3CC1)=O,5.3802,Inactive,328.54,2,4,0,2,4.458,34.14,0.205638929,-1008.067979,3.6885,-0.231,-0.04692,0.18408,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-235
1139,Steroid,C[C@@]12C(CCC2=O)C3C[C@H](CCC)C4=CC(CC[C@]4(C)C3CC1)=O,5.5911,Inactive,328.54,2,4,0,2,4.458,34.14,0.205638929,-1008.067979,3.6885,-0.231,-0.04692,0.18408,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-236
1141,Steroid,C[C@@]12C(CCC2=O)C3C[C@H](CCCC)C4=CC(CC[C@]4(C)C3CC1)=O,5.8976,Inactive,342.57,3,4,0,2,4.914,34.14,0.203800983,-1047.381708,3.73,-0.23089,-0.0468,0.18409,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-237
1142,Steroid,C[C@@]12C(CCC2=O)C3C[C@@H](C(C)C)C4=CC(CC[C@]4(C)C3CC1)=O,5.9586,Inactive,328.54,1,4,0,2,4.254,34.14,0.206262482,-1008.065391,3.642,-0.23168,-0.04775,0.18393,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-238
1143,Steroid,C[C@@]12C(CCC2=O)C3C[C@H](C(C)C)C4=CC(CC[C@]4(C)C3CC1)=O,5.8539,Inactive,328.54,1,4,0,2,4.254,34.14,0.206262482,-1008.065391,3.642,-0.23168,-0.04775,0.18393,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-239
1144,Steroid,C[C@@]12C(CCC2=O)C3C[C@@H](C4=CC=CC=C4)C5=CC(CC[C@]5(C)C3CC1)=O,5.7696,Inactive,362.55,1,5,0,2,4.578,34.14,0.199224386,-1121.17505,3.6704,-0.23345,-0.05009,0.18336,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-240
1145,Steroid,C[C@@]12C(CCC2=O)C3C[C@H](C4=CC=CC=C4)C5=CC(CC[C@]5(C)C3CC1)=O,5.9586,Inactive,362.55,1,5,0,2,4.578,34.14,0.199224386,-1121.17505,3.6704,-0.23345,-0.05009,0.18336,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-241
1146,Steroid,C[C@@]12C(CCC2=O)C3C[C@@H](CC4=CC=CC=C4)C5=CC(CC[C@]5(C)C3CC1)=O,5.3979,Inactive,376.58,2,5,0,2,5.034,34.14,0.197458,-1160.49101,3.4937,-0.23237,-0.04979,0.18258,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-242
1147,Steroid,C[C@@]12C(CCC2=O)C3C[C@H](CC4=CC=CC=C4)C5=CC(CC[C@]5(C)C3CC1)=O,5.8195,Inactive,376.58,2,5,0,2,5.034,34.14,0.197458,-1160.49101,3.4937,-0.23237,-0.04979,0.18258,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-243
1148,Steroid,C[C@@]12C(CCC2=O)C3C[C@@H](C=C)C4=CC(CC[C@]4(C)C3CC1)=O,5.5051,Inactive,312.49,1,4,0,2,3.611,34.14,0.204767039,-967.5179111,3.4241,-0.23205,-0.05068,0.18137,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-244
1149,Steroid,C[C@@]12C(CCC2=O)C3C[C@@H](C#C)C4=CC(CC[C@]4(C)C3CC1)=O,5.7212,Inactive,310.47,0,4,0,2,4.187,34.14,0.222018388,-966.2651952,3.2285,-0.23529,-0.05312,0.18217,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-245
1150,Steroid,C[C@@]12C(CCC2=O)C3C/C(C4=CC(CC[C@]4(C)C3CC1)=O)=C\C,5.5911,Inactive,312.49,0,4,0,2,3.752,34.14,0.209572137,-967.5349116,4.0566,-0.22881,-0.0545,0.17431,Three-dimensional quantitative structure-activity relationships of steroid aromatase inhibitors,J Comput Aided Mol Des. 1996;10(3):186-246
1151,Non-Steroid,NC(C=C1)=CC=C1/C=C/C2=CC(OC)=CC(OC)=C2,6.229147988,Active,255.34,4,2,2,3,3.037,44.48,0.231562861,-825.1095782,2.4043,-0.17925,-0.03558,0.14367,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-66
1152,Non-Steroid,NC(C=C1)=CC=C1/C=C/C2=C(OC)C=C(OC)C=C2,6.119186408,Active,255.34,4,2,2,3,3.037,44.48,0.223421056,-825.1085398,1.2046,-0.16828,-0.02742,0.14086,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-67
1153,Non-Steroid,NC1=CC(/C=C/C2=C(OC)C=C(OC)C=C2)=CC=C1,4.953114809,Inactive,255.34,4,2,2,3,3.037,44.48,0.223610333,-825.1079711,2.019,-0.17912,-0.03389,0.14523,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-68
1154,Non-Steroid,NC(C=C1)=CC=C1/C=C/C2=C(OC)C=CC(OC)=C2,5.739928612,Inactive,255.34,4,2,2,3,3.037,44.48,0.223175833,-825.1058633,2.2572,-0.17239,-0.03486,0.13753,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-69
1155,Non-Steroid,NC(C=C1)=CC=C1/C=C/C2=C(OC)C(OC)=CC=C2,6.008773924,Active,255.34,4,2,2,3,3.037,44.48,0.217540556,-825.1011201,2.2881,-0.17757,-0.03364,0.14393,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-70
1156,Non-Steroid,NC(C=C1)=CC=C1/C=C/C2=CC(OC)=C(OC)C=C2,4.838332588,Inactive,255.34,4,2,2,3,3.037,44.48,0.224165944,-825.1015018,1.9611,-0.17352,-0.03259,0.14093,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-71
1161,Non-Steroid,NC1=CC(/C=C/C2=CC(OC)=C(C(OC)=C2)OC)=CC=C1,4.784362437,Inactive,285.37,5,2,2,4,3.02,53.71,0.2337046,-939.6172756,2.8416,-0.18965,-0.04329,0.14636,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-72
1163,Non-Steroid,NC(C=C1)=CC=C1/C=C/C2=CC(OC)=C(OC)C(OC)=C2,6.045757491,Active,285.37,5,2,2,4,3.02,53.71,0.233605875,-939.6166677,1.7176,-0.17938,-0.03811,0.14127,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-73
1164,Non-Steroid,NC(C=C1)=CC=C1/C=C/C2=C(OC)C(OC)=C(OC)C=C2,5.447331784,Inactive,285.37,5,2,2,4,3.02,53.71,0.226043,-939.614823,2.0964,-0.17193,-0.02992,0.14201,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-74
1165,Non-Steroid,NC(C=C1)=CC=C1/C=C/C2=C(OC)C(OC)=CC(OC)=C2,5.642065153,Inactive,285.37,5,2,2,4,3.02,53.71,0.233489525,-939.6233558,1.8127,-0.17656,-0.03376,0.1428,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-75
1166,Non-Steroid,NC1=CC(/C=C/C2=CC3=C(COCO3)C=C2)=CC=C1,4.660349842,Inactive,253.32,2,3,2,3,2.658,44.48,0.213358441,-823.9109391,2.4172,-0.19373,-0.04659,0.14714,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-76
1167,Non-Steroid,NC(C=C1)=CC=C1/C=C/C2=CC3=C(COCO3)C=C2,5.07109231,Inactive,253.32,2,3,2,3,2.658,44.48,0.213630882,-823.912045,2.782,-0.18161,-0.04005,0.14156,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-77
1168,Non-Steroid,O=[N+](C1=CC=C(/C=C/C2=CC=CC([N+]([O-])=O)=C2)C=C1)[O-],5.079354999,Inactive,270.26,4,2,0,4,3.605,91.64,0.221241867,-949.712995,4.7756,-0.24134,-0.10541,0.13593,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-78
1170,Non-Steroid,NC(C=C1)=CC=C1/C=C/C2=CC(OC)=CC=C2,5.511449283,Inactive,225.31,3,2,2,2,3.053,35.25,0.213632375,-710.5866097,1.5901,-0.17983,-0.03588,0.14395,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-79
1179,Non-Steroid,NC(C=C1)=CC=C1CCC2=CC(OC)=CC(OC)=C2,5.559090918,Inactive,257.36,5,2,2,3,3.481,44.48,0.232136342,-826.3286749,1.9326,-0.19331,0.00845,0.20176,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-80
1180,Non-Steroid,NC(C=C1)=CC=C1CCC2=CC(OC)=C(OC)C=C2,6.173925197,Active,257.36,5,2,2,3,3.481,44.48,0.225570763,-826.3201953,2.7038,-0.19247,0.00851,0.20098,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-81
1181,Non-Steroid,NC(C=C1)=CC=C1CCC2=CC(OC)=C(OC)C(OC)=C2,5.554395797,Inactive,287.39,6,2,2,4,3.465,53.71,0.234001857,-940.8354134,2.3401,-0.19423,0.00419,0.19842,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-82
1182,Non-Steroid,NC1=CC=CC(CCC2=CC=C(N)C=C2)=C1,5.493494968,Inactive,212.32,3,2,4,2,2.768,52.04,0.2442685,-652.626932,2.0208,-0.18184,0.01302,0.19486,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-83
1183,Non-Steroid,NC1=CC=CC(/C=C/C2=CC=C(N)C=C2)=C1,5.126679398,Inactive,210.3,2,2,4,2,2.323,52.04,0.230988767,-651.4169496,3.0205,-0.17738,-0.03462,0.14276,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-84
1184,Non-Steroid,NC1=CC(N)=CC(/C=C/C2=CC=C(N)C=C2)=C1,5.07007044,Inactive,225.32,2,2,6,3,1.576,78.06,0.265182031,-706.7701218,1.3951,-0.17465,-0.03018,0.14447,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-85
1187,Non-Steroid,NC(C=C1)=CC=C1/C=C/C2=CC(OC(C)=O)=CC(OC(C)=O)=C2,5.53165267,Inactive,311.36,6,2,2,5,2.605,78.62,0.276235475,-1051.81725,3.0525,-0.18494,-0.04338,0.14156,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-86
1189,Non-Steroid,OC1=CC(O)=CC(/C=C/C2=CC=C(N)C=C2)=C1,5.301029996,Inactive,227.28,2,2,4,3,2.535,66.48,0.2649962,-746.4967064,4.9863,-0.18324,-0.04055,0.14269,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-87
1191,Non-Steroid,O=C(C1=CC=C(C=C1)[N+]([O-])=O)CN2C=CN=C2,6.721246399,Active,231.23,4,2,0,4,1.287,80.71,0.226310538,-814.3998955,3.5068,-0.23938,-0.11724,0.12214,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-88
1192,Non-Steroid,O=C(CN1C=CN=C1)C2=CC=C(N)C=C2,5.735182177,Inactive,201.25,3,2,2,3,0.646,60.91,0.234127077,-665.2608839,5.0956,-0.22096,-0.05544,0.16552,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-89
1193,Non-Steroid,O=[N+](C1=CC=C(/C(CN2C=CN=C2)=C/C3=CC(OC)=CC(OC)=C3)C=C1)[O-],7.15490196,Active,365.42,7,3,0,5,3.315,82.1,0.217611283,-1238.576224,8.9417,-0.22429,-0.09166,0.13263,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-90
1194,Non-Steroid,NC1=CC=C(/C(CN2C=CN=C2)=C/C3=CC(OC)=CC(OC)=C3)C=C1,7.443697499,Active,335.44,6,3,2,4,2.674,62.3,0.220496,-1089.428998,3.0046,-0.19462,-0.03257,0.16205,"Design, synthesis, and biological evaluation of resveratrol analogues as aromatase and quinone reductase 2 inhibitors for chemoprevention of cancer",Bioorg Med Chem. 2010;18(14):5352-91
1196,Non-Steroid,O=C1OC2=CC(OCC3=CC=CC(C)=C3)=CC=C2C(CN4C=CN=C4)=C1,6.943095149,Active,346.41,5,4,0,4,3.59,57.26,0.222290977,-1146.244777,9.2209,-0.22717,-0.06698,0.16019,"Design, synthesis, and biological evaluation of imidazolyl derivatives of 4,7-disubstituted coumarins as aromatase inhibitors selective over 17-α-hydroxylase/C17-20 lyase",J Med Chem. 2011;54(6):1613-25
1197,Non-Steroid,O=C1OC2=CC(OCC3=CC=CC(F)=C3)=CC=C2C(CN4C=CN=C4)=C1,6.946921557,Active,350.37,5,4,0,5,3.309,57.26,0.228122293,-1206.159502,7.3041,-0.22994,-0.0703,0.15964,"Design, synthesis, and biological evaluation of imidazolyl derivatives of 4,7-disubstituted coumarins as aromatase inhibitors selective over 17-α-hydroxylase/C17-20 lyase",J Med Chem. 2011;54(6):1613-26
1198,Non-Steroid,O=C1OC2=CC(OCC3=CC=CC(Cl)=C3)=CC=C2C(CN4C=CN=C4)=C1,6.886056648,Active,366.82,5,4,0,4,3.768,57.26,0.210447902,-1566.521948,6.8026,-0.23058,-0.07116,0.15942,"Design, synthesis, and biological evaluation of imidazolyl derivatives of 4,7-disubstituted coumarins as aromatase inhibitors selective over 17-α-hydroxylase/C17-20 lyase",J Med Chem. 2011;54(6):1613-27
1199,Non-Steroid,O=C1OC2=CC(OCC3=CC=CC(C(F)(F)F)=C3)=CC=C2C(CN4C=CN=C4)=C1,6.628932138,Active,400.38,5,4,0,7,4.046,57.26,0.231918932,-1443.963502,6.2668,-0.23105,-0.07184,0.15921,"Design, synthesis, and biological evaluation of imidazolyl derivatives of 4,7-disubstituted coumarins as aromatase inhibitors selective over 17-α-hydroxylase/C17-20 lyase",J Med Chem. 2011;54(6):1613-28
1200,Non-Steroid,O=C1OC2=CC(OCC3=CC=CC(OC(F)(F)F)=C3)=CC=C2C(CN4C=CN=C4)=C1,6.684029655,Active,416.38,6,4,0,8,5.224,66.49,0.250998178,-1519.181296,6.7497,-0.23065,-0.07128,0.15937,"Design, synthesis, and biological evaluation of imidazolyl derivatives of 4,7-disubstituted coumarins as aromatase inhibitors selective over 17-α-hydroxylase/C17-20 lyase",J Med Chem. 2011;54(6):1613-29
1201,Non-Steroid,O=C1OC2=CC(OCC3=CC=CC([N+]([O-])=O)=C3)=CC=C2C(CN4C=CN=C4)=C1,6.850780887,Active,377.38,6,4,0,6,2.998,103.08,0.234685395,-1311.426998,5.0522,-0.23325,-0.0982,0.13505,"Design, synthesis, and biological evaluation of imidazolyl derivatives of 4,7-disubstituted coumarins as aromatase inhibitors selective over 17-α-hydroxylase/C17-20 lyase",J Med Chem. 2011;54(6):1613-30
1202,Non-Steroid,O=C1OC2=CC(OCC3=CC=C(F)C=C3)=CC=C2C(CN4C=CN=C4)=C1,6.573488739,Active,350.37,5,4,0,5,3.309,57.26,0.228022512,-1206.159628,8.2206,-0.22884,-0.06888,0.15996,"Design, synthesis, and biological evaluation of imidazolyl derivatives of 4,7-disubstituted coumarins as aromatase inhibitors selective over 17-α-hydroxylase/C17-20 lyase",J Med Chem. 2011;54(6):1613-31
1203,Non-Steroid,O=C1OC2=CC(OCC3=CC=C(Cl)C=C3)=CC=C2C(CN4C=CN=C4)=C1,6.749579998,Active,366.82,5,4,0,4,3.768,57.26,0.210495683,-1566.521993,7.726,-0.23048,-0.07094,0.15954,"Design, synthesis, and biological evaluation of imidazolyl derivatives of 4,7-disubstituted coumarins as aromatase inhibitors selective over 17-α-hydroxylase/C17-20 lyase",J Med Chem. 2011;54(6):1613-32
1204,Non-Steroid,O=C1OC2=CC(OCC3=CC=C(OC)C=C3)=CC=C2C(CN4C=CN=C4)=C1,6.896196279,Active,362.41,6,4,0,5,3.087,66.49,0.226493044,-1221.44997,9.769,-0.22551,-0.06527,0.16024,"Design, synthesis, and biological evaluation of imidazolyl derivatives of 4,7-disubstituted coumarins as aromatase inhibitors selective over 17-α-hydroxylase/C17-20 lyase",J Med Chem. 2011;54(6):1613-33
1205,Non-Steroid,O=C1OC2=CC(OCC3=CC=C(C=C3)OC(F)(F)F)=CC=C2C(CN4C=CN=C4)=C1,6.317854924,Active,416.38,6,4,0,8,5.224,66.49,0.251120644,-1519.181315,8.1065,-0.2296,-0.06979,0.15981,"Design, synthesis, and biological evaluation of imidazolyl derivatives of 4,7-disubstituted coumarins as aromatase inhibitors selective over 17-α-hydroxylase/C17-20 lyase",J Med Chem. 2011;54(6):1613-34
